   day   time   temp    humid  presur    wind   wdir    rain    int     skow     pasq

    91    1.00    11.8    78.5  1001.1     3.5    196     0.2     0.0    19.7     4.0
    91    2.00    11.1    81.3  1001.9     3.4    241     0.2     0.0    18.0     4.0
    91    3.00    10.0    84.0  1001.8     3.5    191     0.2     0.0    32.6     4.0
    91    4.00     9.4    84.8  1001.2     4.2    154     0.2     0.0    26.6     4.0
    91    5.00     9.2    83.3  1001.3     4.0    185     0.2     0.0    18.7     4.0
    91    6.00     8.7    83.3  1001.7     3.1    185     0.2     0.0    19.9     4.0
    91    7.00     8.4    85.2  1002.5     2.9    177     0.2     0.4    16.4     3.5
    91    8.00     9.4    85.3  1003.3     1.5    253     0.2     0.0    20.6     3.0
    91    9.00    11.5    76.8  1003.5     6.5    247     0.2     0.0    20.3     3.0
    91   10.00    15.3    59.9  1004.1     4.6    244     0.2     0.0    26.4     3.0
    91   11.00    17.8    46.1  1004.1     5.5    253     0.2     0.0    22.3     3.0
    91   12.00    15.4    45.3  1005.0     9.4    284     0.2     0.0    24.0     4.0
    91   13.00    16.2    47.6  1005.0     6.7    196     0.2     0.0    21.1     3.0
    91   14.00    19.0    34.9  1004.6     5.8    202     0.2     0.0    20.7     3.0
    91   15.00    19.6    33.1  1004.2     5.1    284     0.2     0.0    23.3     3.0
    91   16.00    19.8    31.4  1004.1     4.8    303     0.2     0.0    18.7     3.5
    91   17.00    20.7    30.3  1003.7     6.2    286     0.2     0.0    25.4     3.5
    91   18.00    20.0    29.6  1003.9     5.1    334     0.2     0.0    17.7     3.5
    91   19.00    18.5    33.2  1004.5     4.1    312     0.2     0.0    13.6     4.0
    91   20.00    16.7    36.5  1005.1     3.0    326     0.2     0.0     6.2     4.0
    91   21.00    15.1    39.4  1005.9     2.9    317     0.2     0.0    27.5     4.0
    91   22.00    13.1    47.4  1006.8     1.6    247     0.2     0.0    11.4     4.0
    91   23.00    11.1    60.2  1007.2     3.4    244     0.2     0.0    14.3     4.0
    91   24.00    10.6    63.3  1007.6     5.4    241     0.2     0.0    22.8     4.0
    92    1.00     9.7    63.7  1007.7     5.2    270     0.0     0.0    25.5     4.0
    92    2.00     8.8    67.3  1007.7     1.6    253     0.0     0.0    32.9     4.0
    92    3.00     7.5    70.4  1007.8     2.6    165     0.0     0.0    31.5     4.0
    92    4.00     7.3    70.2  1007.8     2.0    168     0.0     0.0    32.9     4.0
    92    5.00     6.9    72.1  1007.6     2.7    222     0.0     0.0    26.2     4.0
    92    6.00     6.3    73.3  1007.7     2.2    177     0.0     0.0    19.4     4.0
    92    7.00     6.2    73.8  1007.8     2.6    143     0.0     0.0    44.5     3.0
    92    8.00     6.7    73.2  1008.0     1.8    320     0.0     0.0    23.1     3.0
    92    9.00     9.2    65.5  1008.0     1.7    357     0.0     0.0    28.9     3.0
    92   10.00    11.6    59.6  1007.9     1.1    109     0.0     0.0    33.6     2.0
    92   11.00    14.0    52.2  1007.7     1.7     28     0.0     0.0    31.2     3.0
    92   12.00    15.5    46.2  1007.4     3.0      5     0.0     0.0    34.1     3.0
    92   13.00    17.7    39.4  1006.9     2.8    247     0.0     0.0    32.5     2.5
    92   14.00    18.6    38.0  1006.2     3.2      5     0.0     0.0    28.6     3.0
    92   15.00    19.6    36.2  1005.5     2.6     33     0.0     0.0    32.5     2.5
    92   16.00    20.1    33.7  1004.8     2.5    267     0.0     0.0    31.4     2.5
    92   17.00    20.1    33.8  1004.3     2.7     16     0.0     0.0    26.2     2.5
    92   18.00    20.2    32.4  1004.4     1.3    185     0.0     0.0    23.3     2.5
    92   19.00    18.7    37.1  1004.6     1.8     56     0.0     0.0    20.0     4.0
    92   20.00    16.8    45.3  1004.7     2.5     64     0.0     0.0    22.7     4.0
    92   21.00    15.9    44.1  1005.3     2.3    118     0.0     0.0    15.7     3.5
    92   22.00    15.1    46.4  1005.6     1.1    123     0.0     0.0    29.9     4.0
    92   23.00    13.2    55.4  1005.6     1.8    267     0.0     0.0    31.7     4.0
    92   24.00    12.0    61.5  1005.8     2.3    194     0.0     0.0    16.7     3.5
    93    1.00    10.6    69.7  1005.9     3.9    278     0.0     0.0    25.8     4.0
    93    2.00     9.7    71.9  1006.1     4.6    289     0.0     0.0    16.0     3.5
    93    3.00     8.8    73.9  1006.5     1.8     19     0.0     0.0    32.2     3.0
    93    4.00     8.5    74.5  1006.6     4.2    284     0.0     0.0    33.6     4.0
    93    5.00    10.0    71.4  1007.5     6.4    250     0.0     0.0    21.1     3.0
    93    6.00    11.4    68.2  1008.1     8.1    320     0.0     0.0    24.9     4.0
    93    7.00    10.4    78.7  1009.1     6.0    275     0.3     0.8    25.7     3.5
    93    8.00    10.0    75.4  1009.9     5.3    267     2.0     0.0    26.9     3.5
    93    9.00    10.7    65.0  1010.4     7.8    261     2.0     0.0    26.9     3.5
    93   10.00    12.1    53.4  1010.8     9.6    267     2.0     0.0    26.6     4.0
    93   11.00    13.6    47.9  1011.4     9.2    261     2.0     0.0    26.2     4.0
    93   12.00    14.9    43.4  1011.4     9.6    247     2.0     0.0    25.4     4.0
    93   13.00    15.7    40.5  1011.5     9.9    253     2.1     0.0    25.2     4.0
    93   14.00    16.3    38.8  1011.2     8.6    261     2.1     0.0    26.8     4.0
    93   15.00    17.0    36.2  1011.4     9.1    275     2.1     0.0    24.9     3.5
    93   16.00    17.0    33.7  1011.5     8.8    264     2.1     0.0    24.9     4.0
    93   17.00    17.4    33.0  1011.3     7.0    317     2.1     0.0    26.2     3.5
    93   18.00    17.1    32.0  1011.3     6.4    267     2.1     0.0    25.7     3.5
    93   19.00    16.1    32.4  1011.5     5.6    323     2.1     0.0    22.3     3.0
    93   20.00    14.4    35.7  1011.8     3.4    278     2.1     0.0    26.4     4.0
    93   21.00    12.7    37.6  1012.3     3.2    258     2.1     0.0    27.2     4.0
    93   22.00    10.4    48.4  1012.8     3.5    261     2.1     0.0    33.0     4.0
    93   23.00     9.5    52.8  1013.2     2.1    264     2.1     0.0    31.7     4.0
    93   24.00     8.8    54.1  1013.3     2.8    236     2.1     0.0    37.7     4.0
    94    1.00     8.5    53.8  1013.8     3.2    143     0.0     0.0    32.4     3.5
    94    2.00     7.7    57.3  1014.1     2.6    163     0.0     0.0    12.8     4.0
    94    3.00     6.7    61.8  1014.2     2.6    202     0.0     0.0    33.3     4.0
    94    4.00     5.9    65.9  1014.1     3.0    213     0.0     0.0    14.3     4.0
    94    5.00     4.7    68.1  1014.2     2.8    151     0.0     0.0    32.6     4.0
    94    6.00     4.6    70.7  1014.4     2.0    182     0.0     0.0    13.7     4.0
