   day   time   temp    humid  presur    wind   wdir    rain    int     skow     pasq

   213    1.00    26.4    58.6  1003.2     3.2    351     0.0     0.0    47.0     5.0
   213    2.00    24.2    66.8  1003.9     6.7    267     0.0     0.0    52.5     4.0
   213    3.00    22.8    74.3  1004.2     5.7    317     0.1     0.0    45.4     4.0
   213    4.00    22.7    72.3  1004.5     6.2    278     0.1     0.0    47.6     5.0
   213    5.00    21.8    78.8  1004.1     5.2    270     0.1     0.0    44.7     5.0
   213    6.00    21.6    78.9  1004.7     4.3    258     0.1     0.0    78.0     3.0
   213    7.00    21.9    79.6  1004.8     5.4    267     0.1     0.0    43.4     3.0
   213    8.00    23.6    67.2  1005.1     6.1    264     0.1     0.0    51.5     3.0
   213    9.00    24.8    62.3  1005.2     7.6    270     0.1     0.0    51.3     4.0
   213   10.00    24.7    62.5  1005.6     7.3    270     0.1     0.0    50.0     4.0
   213   11.00    25.4    60.3  1005.8     8.8    261     0.1     0.0    50.6     4.0
   213   12.00    26.7    56.6  1005.7     7.4    267     0.1     0.0    48.7     4.0
   213   13.00    28.6    50.1  1005.6     7.1    267     0.1     0.0    50.8     4.0
   213   14.00    29.1    49.0  1005.5     6.7    272     0.1     0.0    47.5     4.0
   213   15.00    28.9    47.7  1005.4     7.3    267     0.1     0.0    51.4     4.0
   213   16.00    29.7    45.7  1004.9     7.6    270     0.1     0.0    51.0     4.0
   213   17.00    30.0    43.6  1004.8     7.6    264     0.1     0.0    52.5     4.0
   213   18.00    29.5    42.0  1004.7     7.0    295     0.1     0.0    51.5     4.0
   213   19.00    28.9    45.0  1004.7     6.9    309     0.1     0.0    50.1     4.0
   213   20.00    27.8    47.3  1005.1     6.7    309     0.1     0.0    52.9     4.0
   213   21.00    25.9    52.6  1005.9     5.4    264     0.1     0.0    52.4     4.0
   213   22.00    24.4    61.3  1006.7     4.9    261     0.1     0.0    43.1     5.0
   213   23.00    23.6    64.3  1006.7     5.9    247     0.1     0.0    40.9     5.0
   213   24.00    23.4    64.1  1006.8     3.0    182     0.1     0.0    42.5     5.0
   214    1.00    22.5    67.3  1006.9     4.4    213     0.0     0.0    36.9     5.0
   214    2.00    21.2    72.5  1006.7     3.3    191     0.0     0.0    59.0     5.0
   214    3.00    21.3    71.8  1006.7     4.2    180     0.0     0.0    30.5     5.0
   214    4.00    21.2    70.4  1006.3     3.4    205     0.0     0.0    50.3     5.0
   214    5.00    20.3    73.7  1006.2     4.0    219     0.0     0.0    38.6     5.0
   214    6.00    19.7    77.3  1006.6     3.1    202     0.0     0.0    39.0     3.0
   214    7.00    20.6    76.5  1006.7     2.8    185     0.0     0.0    42.5     2.0
   214    8.00    22.7    69.7  1006.8     2.2    180     0.0     0.0    62.7     2.0
   214    9.00    26.3    60.5  1006.7     5.3    306     0.0     0.0    51.2     3.0
   214   10.00    27.2    56.7  1006.7     5.0    275     0.0     0.0    46.0     3.0
   214   11.00    28.8    51.2  1006.4     4.3    281     0.0     0.0    42.6     3.0
   214   12.00    30.6    44.4  1005.9     3.7    281     0.0     0.0    45.3     2.0
   214   13.00    31.8    40.0  1005.4     4.2    289     0.0     0.0    45.8     3.0
   214   14.00    32.6    40.9  1004.8     3.7    345     0.0     0.0    49.8     3.0
   214   15.00    33.1    39.3  1004.4     3.8    345     0.0     0.0    46.4     3.0
   214   16.00    33.6    38.1  1004.0     3.7    298     0.0     0.0    62.4     2.0
   214   17.00    34.1    33.4  1003.5     3.8    337     0.0     0.0    56.7     2.0
   214   18.00    34.1    31.9  1003.3     3.5    329     0.0     0.0    52.1     2.0
   214   19.00    33.6    34.1  1003.2     2.6    292     0.0     0.0    33.0     5.0
   214   20.00    31.9    40.3  1003.4     3.3    272     0.0     0.0    45.0     6.0
   214   21.00    29.2    48.8  1003.6     2.6    253     0.0     0.0    11.1     5.0
   214   22.00    27.7    59.8  1003.9     2.4    239     0.0     0.0    27.0     6.0
   214   23.00    26.8    63.0  1003.7     1.9    168     0.0     0.0    46.5     6.0
   214   24.00    25.7    65.5  1003.5     2.1    202     0.0     0.0    55.3     6.0
   215    1.00    24.6    69.8  1003.6     1.4    196     0.0     0.0    64.3     6.0
   215    2.00    24.3    71.2  1003.7     3.6    261     0.0     0.0    56.9     6.0
   215    3.00    23.4    75.1  1003.4     2.4    194     0.0     0.0    49.7     6.0
   215    4.00    23.2    75.3  1003.0     2.6    188     0.0     0.0    63.2     6.0
   215    5.00    22.7    78.0  1002.9     2.1    216     0.0     0.0    53.4     6.0
   215    6.00    22.2    80.0  1002.8     1.6    163     0.0     0.0    68.4     3.0
   215    7.00    22.4    81.3  1002.8     3.1    208     0.0     0.0    50.2     2.0
   215    8.00    23.6    76.4  1002.7     1.4    185     0.0     0.0    73.7     2.0
   215    9.00    26.5    66.6  1002.3     1.0    219     0.0     0.0    56.6     1.0
   215   10.00    29.4    58.1  1001.8     1.8     67     0.0     0.0    71.7     2.0
   215   11.00    32.3    48.5  1001.2     2.0    205     0.0     0.0    69.8     1.0
   215   12.00    34.1    37.2  1000.6     2.0    357     0.0     0.0    71.2     1.0
   215   13.00    34.6    37.3  1000.0     4.2      5     0.0     0.0    65.1     3.0
   215   14.00    35.7    36.6   999.3     4.2     50     0.0     0.0    52.2     2.0
   215   15.00    35.7    36.4   998.8     3.9     16     0.0     0.0    61.2     2.0
   215   16.00    35.7    35.4   998.1     4.8     28     0.0     0.0    62.0     2.0
   215   17.00    35.8    34.6   997.4     4.6     42     0.0     0.0    49.5     3.0
   215   18.00    35.5    33.8   997.1     3.9     16     0.0     0.0    53.7     3.0
   215   19.00    34.6    35.2   997.0     2.9    357     0.0     0.0    51.9     5.0
   215   20.00    32.7    42.3   996.9     3.0     19     0.0     0.0    52.0     6.0
   215   21.00    30.8    47.7   997.2     4.2     56     0.0     0.0    52.0     5.0
   215   22.00    30.4    49.0   997.5     2.5    163     0.0     0.0    68.8     6.0
   215   23.00    28.4    58.0   997.6     3.1    315     0.0     0.0    40.0     6.0
   215   24.00    27.2    61.2   997.5     3.5    233     0.0     0.0    59.9     5.0
   216    1.00    26.1    65.8   997.3     2.3    157     0.0     0.0    69.1     5.0
   216    2.00    26.3    64.9   997.1     2.5    258     0.0     0.0    65.8     5.0
   216    3.00    25.5    68.9   996.7     3.8    303     0.0     0.0    51.0     5.0
   216    4.00    25.3    70.4   996.4     2.1    188     0.0     0.0    40.4     5.0
   216    5.00    24.6    74.5   996.4     3.1    222     0.0     0.0    37.5     5.0
   216    6.00    24.1    76.1   996.4     1.6    213     0.0     0.0    35.6     3.0
   216    7.00    23.9    76.6   996.5     1.9    196     0.0     0.0    67.3     3.0
   216    8.00    26.2    72.8   996.8     3.3    300     0.0     0.0    54.5     3.0
   216    9.00    26.7    65.6   997.5     8.6    303     0.0     0.0    43.9     4.0
   216   10.00    25.9    59.9   997.8     4.8    312     0.0     0.0    41.8     3.0
   216   11.00    26.4    64.1   998.4     5.7    317     0.0     0.0    49.9     3.0
   216   12.00    24.9    67.0   998.6     2.4    247     0.8    10.0    45.1     3.0
   216   13.00    24.1    81.4   998.7     3.4    272     1.7     0.0    47.0     3.0
   216   14.00    26.9    69.8   998.4     3.4    323     1.7     0.0    42.1     2.0
   216   15.00    27.4    61.4   997.9     3.7    292     1.7     0.0    46.6     3.0
   216   16.00    27.7    63.2   997.8     1.9      0     1.7     0.0    49.8     2.0
   216   17.00    28.1    59.0   997.4     1.7     14     1.7     0.0    41.8     1.0
   216   18.00    29.1    52.7   997.7     4.0    244     1.7     0.0    48.2     3.0
   216   19.00    27.8    61.1   996.9     5.3    264     1.7     0.0    52.1     4.0
   216   20.00    26.5    62.8   997.4     3.8    247     1.7     0.0    51.6     5.0
   216   21.00    25.6    66.7   998.1     3.3    194     1.7     0.0    36.7     5.0
   216   22.00    24.6    71.2   998.5     3.2    194     1.7     0.0    39.5     5.0
   216   23.00    24.3    71.9   999.2     4.6    225     1.7     0.0    65.1     5.0
   216   24.00    24.3    70.4   999.1     4.7    236     1.7     0.0    55.7     5.0
   217    1.00    24.1    68.5   998.6     5.7    255     0.0     0.0    49.1     5.0
