   day   time   temp    humid  presur    wind   wdir    rain    int     skow     pasq

   121    1.00    15.5    43.9  1005.9     3.2    126     0.0     0.0    25.1     4.0
   121    2.00    14.0    49.2  1005.8     2.7    126     0.0     0.0    33.7     4.0
   121    3.00    13.2    52.5  1005.6     2.3    129     0.0     0.0    17.5     4.0
   121    4.00    11.5    59.2  1005.5     3.1    168     0.0     0.0    16.7     3.5
   121    5.00    10.8    64.3  1005.6     4.0    174     0.0     0.0    24.4     4.0
   121    6.00     9.9    66.6  1005.8     2.5    126     0.0     0.0    15.9     3.5
   121    7.00    10.6    65.5  1006.3     1.6    278     0.0     0.0    19.3     3.5
   121    8.00    13.2    58.0  1006.6     1.0    163     0.0     0.0    28.7     2.0
   121    9.00    16.4    50.1  1006.5     1.7    106     0.0     0.0    31.0     3.0
   121   10.00    18.5    47.7  1006.5     2.1     22     0.0     0.0    31.3     3.0
   121   11.00    21.7    44.8  1006.3     1.7     73     0.0     0.0    34.3     2.5
   121   12.00    24.2    41.5  1006.0     1.8     95     0.0     0.0    21.8     3.0
   121   13.00    25.2    36.4  1005.6     2.6     95     0.0     0.0    21.7     3.0
   121   14.00    26.7    31.8  1005.1     2.3     50     0.0     0.0    28.0     1.5
   121   15.00    27.0    30.3  1004.6     3.8     61     0.0     0.0    31.2     3.0
   121   16.00    26.8    30.8  1004.0     3.5     84     0.0     0.0    22.9     3.0
   121   17.00    26.8    30.4  1003.4     3.6     70     0.0     0.0    18.3     3.5
   121   18.00    26.3    31.4  1003.2     4.0     30     0.0     0.0    25.1     3.0
   121   19.00    25.1    33.4  1003.3     3.4     45     0.0     0.0    22.2     3.0
   121   20.00    23.2    35.9  1003.4     3.3     56     0.0     0.0    21.8     3.0
   121   21.00    20.9    36.1  1003.7     3.5     59     0.0     0.0    22.6     4.0
   121   22.00    21.5    32.6  1004.2     3.9     75     0.0     0.0    21.1     3.0
   121   23.00    20.7    35.6  1004.3     2.2    118     0.0     0.0    19.3     4.0
   121   24.00    16.8    44.5  1004.5     1.0    216     0.0     0.0    29.3     4.0
   122    1.00    14.9    57.1  1004.8     2.5    331     0.0     0.0    23.4     4.0
   122    2.00    13.8    63.3  1004.8     2.6      5     0.0     0.0    21.0     3.0
   122    3.00    13.0    67.9  1004.9     2.6    345     0.0     0.0    27.0     4.0
   122    4.00    11.5    70.0  1005.0     1.2     90     0.0     0.0    15.1     3.5
   122    5.00    11.5    72.1  1005.1     1.2    334     0.0     0.0    29.6     4.0
   122    6.00    10.5    74.1  1005.5     2.8    334     0.0     0.0    24.3     3.0
   122    7.00    11.8    78.2  1005.8     2.6      5     0.0     0.0    32.1     3.0
   122    8.00    14.8    68.5  1006.1     2.0    348     0.0     0.0    21.8     2.5
   122    9.00    16.9    56.3  1006.2     2.6     92     0.0     0.0    18.7     3.5
   122   10.00    18.6    52.7  1006.1     2.9     75     0.0     0.0    33.5     3.0
   122   11.00    19.8    49.6  1006.1     3.9     39     0.0     0.0    13.2     3.5
   122   12.00    23.0    44.3  1006.0     2.9     14     0.0     0.0    23.7     3.0
   122   13.00    24.4    41.5  1005.5     3.1     30     0.0     0.0    23.5     3.0
   122   14.00    26.3    39.9  1004.8     3.4     19     0.0     0.0    22.6     3.0
   122   15.00    27.2    37.7  1004.2     3.6     30     0.0     0.0    24.7     3.0
